Global_ID,Plot,ENTRY,REP,IBLK,Rng,Pas,Name,Identity1,Pedigree,Trial,Origin,Selection,Description1,Year,Location,Planter,Harvester,PLOTWT,MOIST,FLWR,HT,LDG,MTR,DS,P_FT,NOTES,yield,CBB,DD,SDWT2,StandCount_gr,boxes_gt,pred_count_01,boxes_gt_10m_6_13_22,pred_count_7m_6_10_22,plant_pop_total,avg_dist_plot,2pl_plot,gap_plant_plot
2201_3015,3015,9,3,3,9,5,B20538,NA,B15430/B16504,2201,18B217-12-02,19-20T631,18A0217-18L216-18-19T510-19T1229-19-20T631,2022,SVREC,61,1605,1347.19,20.96,46,39,2,98,5,16,NA,23.41,1,2,23.57,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_3016,3016,13,3,3,9,6,B20532,NA,B15430/B16504,2201,18B217-08-02,19-20T616,18A0217-18L216-18-19T506-19T1226-19-20T616,2022,SVREC,70,1606,1551.31,19.8,47,49,2,98,5,16,NA,27.35,3,2,24.22,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_3017,3017,36,3,3,9,7,B21705,NA,B14302/B15430,2201,18B211-05-07,20T2264,18A0211-18L210-18-19T472-19T1209-20T2264,2022,SVREC,87,1607,1828.01,19.91,47,53,2,101,6,16,NA,32.18,1,1,24.63,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_3018,3018,27,3,3,9,8,B21712,NA,B16501/B16504,2201,18B228-03-05,20T2325,18A0228-18L225-18-19T575-19T1262-20T2325,2022,SVREC,96,1608,1723.68,19.96,47,41,2,97,5,16,NA,30.32,1,2,25.58,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_3019,3019,8,3,4,10,3,B20597,NA,B16506/B15430,2201,18B261-02-01,19-20T817,18A0261-18L257-18-19T771-19T1361-19-20T817,2022,SVREC,36,1998,1419.77,20.29,48,35,1,96,4,16,NA,24.88,1,2,26.06,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_3020,3020,23,3,4,10,4,B04554,ZORRO,"B00103*/X00822, ZORRO",2201,01B008 -04-01-06,NA,NA,2022,SVREC,43,1997,1215.65,19.49,49,39,3,101,4,16,NA,21.51,1,3,22.98,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_3021,3021,24,3,4,10,5,B21710,NA,B16501/B15430,2201,18B227-08-03,20T2317,18A0227-18L224-18-19T570-19T1259-20T2317,2022,SVREC,62,1996,1728.22,20.77,47,57,1,98,5,16,NA,30.1,1,2,24.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_3022,3022,1,3,4,10,6,B20536,NA,B15430/B16504,2201,18B217-10-02,19-20T626,18A0217-18L216-18-19T508-19T1228-19-20T626,2022,SVREC,69,1995,1773.58,19.97,48,48,2,98,5,16,NA,31.2,1,2,24.67,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_3023,3023,31,3,4,10,7,B21707,NA,B15430/B16504,2201,18B217-09-04,20T2288,18A0217-18L216-18-19T507-19T1227-20T2288,2022,SVREC,88,1994,1524.1,20.51,49,50,3,98,5,16,NA,26.63,1,1,23.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_3024,3024,30,3,4,10,8,B21717,NA,B16504/B17106,2201,18B236-07-02,20T2393,18A0236-18L233-18-19T628-19T1291-20T2393,2022,SVREC,95,1993,1705.54,20.32,47,43,2,100,5,16,NA,29.87,1,2,23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_3025,3025,3,3,5,11,3,B20591,NA,B16505/B16504,2201,18B252-06-02,19-20T788,18A0252-18L248-18-19T727-19T1341-19-20T788,2022,SVREC,37,2003,1143.07,20.53,47,41,1,100,5,16,NA,19.97,1,2,23.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_3026,3026,12,3,5,11,4,B20602,NA,B16506/B16504,2201,18B262-05-02,19-20T827,18A0262-18L258-18-19T781-19T1366-19-20T827,2022,SVREC,42,2004,1483.27,20,47,37,1,95,4,16,NA,26.08,1,2,26.44,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_3027,3027,32,3,5,11,5,B21706,NA,B15430/B16504,2201,18B217-07-06,20T2277,18A0217-18L216-18-19T505-19T1225-20T2277,2022,SVREC,63,2005,1483.27,21.03,51,46,3,101,5,16,NA,25.75,3,2,22.58,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_3028,3028,10,3,5,11,6,B20549,NA,B16501/B16504,2201,18B228-10-01,19-20T673,18A0228-18L225-18-19T582-19T1266-19-20T673,2022,SVREC,68,2006,1728.22,19.62,47,46,1,95,5,16,NA,30.53,1,1,27.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_3029,3029,6,3,5,11,7,B19309,NA,B15414/B16504,2201,17B208-04-02,18-19T1054,17A0208-17L224-17-18T599-18T1223-18-19T1054,2022,SVREC,89,2007,1787.18,20.55,49,44,2,101,6,16,NA,31.21,1,1,24.02,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_3030,3030,5,3,5,11,8,B20590,NA,B16505/B16504,2201,18B252-06-01,19-20T787,18A0252-18L248-18-19T727-19T1341-19-20T787,2022,SVREC,94,2008,1478.74,20.32,49,33,2,100,5,16,NA,25.9,3,2,23.15,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_3031,3031,7,3,6,12,3,B19344,NA,B16506/B16507,2201,17B247-01-04,18-19T1121,17A0247-17L268-17-18T786-18T1277-18-19T1121,2022,SVREC,38,2398,997.92,19.57,47,36,1,97,4,16,NA,17.64,2,2,24.73,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_3032,3032,26,3,6,12,4,B21714,NA,B16501/B16504,2201,18B228-07-05,20T2336,18A0228-18L225-18-19T579-19T1264-20T2336,2022,SVREC,41,2397,1383.48,20.83,49,46,1,98,4,16,NA,24.08,1,1,24.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_3033,3033,2,3,6,12,5,B20599,NA,B16506/B15430,2201,18B261-03-01,19-20T821,18A0261-18L257-18-19T772-19T1362-19-20T821,2022,SVREC,64,2396,1478.74,20.98,47,47,2,100,5,16,NA,25.68,2,2,24.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_3034,3034,29,3,6,12,6,B21713,NA,B16501/B16504,2201,18B228-06-03,20T2328,18A0228-18L225-18-19T578-19T1263-20T2328,2022,SVREC,67,2395,1787.18,20.83,47,54,2,100,5,16,NA,31.1,1,2,26.85,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_3035,3035,28,3,6,12,7,B21724,NA,B17996/B17540,2201,18B344-01-05,20T2585,18A0344-18L337-18-19T998-19T1463-20T2585,2022,SVREC,90,2394,1437.91,20.21,47,50,3,101,2,16,NA,25.22,1,1,20.44,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_3036,3036,15,3,6,12,8,B19332,NA,B16501/B15464,2201,17B238-02-02,18-19T1098,17A0238-17L253-17-18T732-18T1262-18-19T1098,2022,SVREC,93,2393,1583.06,20.76,48,40,1,97,5,16,NA,27.57,2,2,23.95,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_4001,4001,27,4,1,7,9,B21712,NA,B16501/B16504,2201,18B228-03-05,20T2325,18A0228-18L225-18-19T575-19T1262-20T2325,2022,SVREC,111,1209,1152.14,20.39,47,34,2,97,5,16,NA,20.16,3,2,23.16,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_4002,4002,19,4,1,7,10,B20616,NA,B17106/B17259,2201,18B274-01-05,19-20T850,18A0274-18L268-18-19T816-19T1384-19-20T850,2022,SVREC,124,1210,1165.75,20.69,47,49,1,98,5,16,NA,20.32,3,2,21.78,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_4003,4003,25,4,1,7,11,B21708,NA,B15430/B16504,2201,18B217-09-05,20T2289,18A0217-18L216-18-19T507-19T1227-20T2289,2022,SVREC,137,1211,1369.87,19.5,49,39,2,100,6,16,NA,24.24,1,1,25.91,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_4004,4004,30,4,1,7,12,B21717,NA,B16504/B17106,2201,18B236-07-02,20T2393,18A0236-18L233-18-19T628-19T1291-20T2393,2022,SVREC,150,1212,1474.2,20.51,49,39,2,100,6,16,NA,25.76,1,2,22.18,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_4005,4005,7,4,1,7,13,B19344,NA,B16506/B16507,2201,17B247-01-04,18-19T1121,17A0247-17L268-17-18T786-18T1277-18-19T1121,2022,SVREC,163,1213,1360.8,19.81,47,38,1,98,5,16,NA,23.99,1,2,25.19,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_4006,4006,32,4,1,7,14,B21706,NA,B15430/B16504,2201,18B217-07-06,20T2277,18A0217-18L216-18-19T505-19T1225-20T2277,2022,SVREC,176,1214,1551.31,20.76,51,41,2,101,5,16,NA,27.02,1,3,23.53,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_4007,4007,14,4,2,8,9,B20617,NA,B17106/N14218,2201,18B280-01-01,19-20T851,18A0280-18L274-18-19T827-19T1390-19-20T851,2022,SVREC,112,1592,1419.77,20,47,37,1,96,4,16,NA,24.97,1,1,23.37,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_4008,4008,34,4,2,8,10,B21711,NA,B16501/B15430,2201,18B227-08-06,20T2320,18A0227-18L224-18-19T570-19T1259-20T2320,2022,SVREC,123,1591,1410.7,19.46,47,38,1,98,4,16,NA,24.97,1,1,26.35,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_4009,4009,6,4,2,8,11,B19309,NA,B15414/B16504,2201,17B208-04-02,18-19T1054,17A0208-17L224-17-18T599-18T1223-18-19T1054,2022,SVREC,138,1590,1256.47,19.99,50,46,2,102,5,16,NA,22.1,1,2,21.71,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_4010,4010,28,4,2,8,12,B21724,NA,B17996/B17540,2201,18B344-01-05,20T2585,18A0344-18L337-18-19T998-19T1463-20T2585,2022,SVREC,149,1589,1156.68,19.78,47,34,3,103,3,16,NA,20.4,1,4,20.14,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_4011,4011,31,4,2,8,13,B21707,NA,B15430/B16504,2201,18B217-09-04,20T2288,18A0217-18L216-18-19T507-19T1227-20T2288,2022,SVREC,164,1588,1120.39,19.93,47,49,2,101,5,16,NA,19.72,1,2,19.89,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_4012,4012,18,4,2,8,14,B20542,NA,B16501/B15430,2201,18B227-08-02,19-20T650,18A0227-18L224-18-19T570-19T1259-19-20T650,2022,SVREC,175,1587,1510.49,19.49,48,40,1,101,5,16,NA,26.73,1,2,24.68,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_4013,4013,11,4,3,9,9,B20639,NA,B17730/B15430,2201,18B329-08-01,19-20T903,18A0329-18L322-18-19T980-19T1455-19-20T903,2022,SVREC,113,1609,1850.69,19.97,47,53,2,102,6,16,NA,32.56,1,2,24.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_4014,4014,2,4,3,9,10,B20599,NA,B16506/B15430,2201,18B261-03-01,19-20T821,18A0261-18L257-18-19T772-19T1362-19-20T821,2022,SVREC,122,1610,1805.33,20.35,48,45,2,100,5,16,NA,31.61,1,2,24.22,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_4015,4015,17,4,3,9,11,B10244,ZENITH,"B04644/ZORRO, ZENITH",2201,08B118 -02-02,NA,NA,2022,SVREC,139,1611,1764.5,20.77,47,40,2,101,2,16,NA,30.73,1,2,25.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_4016,4016,36,4,3,9,12,B21705,NA,B14302/B15430,2201,18B211-05-07,20T2264,18A0211-18L210-18-19T472-19T1209-20T2264,2022,SVREC,148,1612,1682.86,20.08,47,46,3,101,5,16,NA,29.56,1,3,24.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_4017,4017,5,4,3,9,13,B20590,NA,B16505/B16504,2201,18B252-06-01,19-20T787,18A0252-18L248-18-19T727-19T1341-19-20T787,2022,SVREC,165,1613,1769.04,19.4,47,43,2,101,5,16,NA,31.34,3,3,22.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_4018,4018,8,4,3,9,14,B20597,NA,B16506/B15430,2201,18B261-02-01,19-20T817,18A0261-18L257-18-19T771-19T1361-19-20T817,2022,SVREC,174,1614,1669.25,19.48,48,55,1,97,5,16,NA,29.54,1,1,27.36,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_4019,4019,23,4,4,10,9,B04554,ZORRO,"B00103*/X00822, ZORRO",2201,01B008 -04-01-06,NA,NA,2022,SVREC,114,1992,1424.3,19.72,48,51,3,101,4,16,NA,25.13,1,3,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_4020,4020,20,4,4,10,10,B20547,NA,B16501/B16504,2201,18B228-07-01,19-20T666,18A0228-18L225-18-19T579-19T1264-19-20T666,2022,SVREC,121,1991,1646.57,20.08,46,38,1,100,2,16,NA,28.92,1,2,25.11,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_4021,4021,29,4,4,10,11,B21713,NA,B16501/B16504,2201,18B228-06-03,20T2328,18A0228-18L225-18-19T578-19T1263-20T2328,2022,SVREC,140,1990,1968.62,19.69,47,40,3,100,4,16,NA,34.75,1,3,27.52,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_4022,4022,33,4,4,10,12,B21715,NA,B16501/B16504,2201,18B228-07-06,20T2337,18A0228-18L225-18-19T579-19T1264-20T2337,2022,SVREC,147,1989,1837.08,19.51,47,33,2,101,5,16,NA,32.5,1,2,24.76,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_4023,4023,9,4,4,10,13,B20538,NA,B15430/B16504,2201,18B217-12-02,19-20T631,18A0217-18L216-18-19T510-19T1229-19-20T631,2022,SVREC,166,1988,1669.25,20.28,47,52,3,101,5,16,NA,29.25,1,2,23.32,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_4024,4024,3,4,4,10,14,B20591,NA,B16505/B16504,2201,18B252-06-02,19-20T788,18A0252-18L248-18-19T727-19T1341-19-20T788,2022,SVREC,173,1987,1796.26,19.85,46,40,2,101,5,16,NA,31.65,1,2,22.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_4025,4025,10,4,5,11,9,B20549,NA,B16501/B16504,2201,18B228-10-01,19-20T673,18A0228-18L225-18-19T582-19T1266-19-20T673,2022,SVREC,115,2009,1719.14,19.76,47,44,1,95,4,16,NA,30.32,1,2,26.18,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_4026,4026,35,4,5,11,10,B21720,NA,B16505/B16504,2201,18B252-06-05,20T2457,18A0252-18L248-18-19T727-19T1341-20T2457,2022,SVREC,120,2010,1737.29,20.44,47,41,2,100,5,16,NA,30.38,1,2,24.29,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_4027,4027,16,4,5,11,11,B19340,NA,B16507/B15453,2201,17B249-03-03,18-19T1111,17A0249-17L262-17-18T771-18T1270-18-19T1111,2022,SVREC,141,2011,1632.96,19.85,49,55,2,101,5,16,NA,28.77,1,1,27.09,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_4028,4028,24,4,5,11,12,B21710,NA,B16501/B15430,2201,18B227-08-03,20T2317,18A0227-18L224-18-19T570-19T1259-20T2317,2022,SVREC,146,2012,1696.46,20.26,49,43,2,101,5,16,NA,29.73,1,2,23.56,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_4029,4029,22,4,5,11,13,I19703,BLACK BEARD,"BL14506, BLACK BEARD",2201,"Provita, BL14506",NA,BLK,2022,SVREC,167,2013,1075.03,19.83,49,59,3,103,4,16,NA,18.94,3,4,22.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_4030,4030,26,4,5,11,14,B21714,NA,B16501/B16504,2201,18B228-07-05,20T2336,18A0228-18L225-18-19T579-19T1264-20T2336,2022,SVREC,172,2014,1691.93,19.73,47,43,1,101,2,16,NA,29.85,1,1,25.42,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_4031,4031,1,4,6,12,9,B20536,NA,B15430/B16504,2201,18B217-10-02,19-20T626,18A0217-18L216-18-19T508-19T1228-19-20T626,2022,SVREC,116,2392,1746.36,20.51,50,49,2,101,6,16,NA,30.51,1,1,24.72,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_4032,4032,12,4,6,12,10,B20602,NA,B16506/B16504,2201,18B262-05-02,19-20T827,18A0262-18L258-18-19T781-19T1366-19-20T827,2022,SVREC,119,2391,1578.53,20.39,47,42,1,96,5,16,NA,27.62,1,2,26.14,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_4033,4033,4,4,6,12,11,B18504,ADAMS,"Zenith//Alpena*/B09197, ADAMS",2201,14B217-02-01-R,NA,14A0217-14L217-14-15T938-15T1117-15-16T41-R109,2022,SVREC,142,2390,1469.66,20.92,49,40,2,100,5,16,NA,25.55,1,2,22.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_4034,4034,13,4,6,12,12,B20532,NA,B15430/B16504,2201,18B217-08-02,19-20T616,18A0217-18L216-18-19T506-19T1226-19-20T616,2022,SVREC,145,2389,1465.13,20.14,49,30,2,100,5,16,NA,25.72,1,2,22.49,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_4035,4035,21,4,6,12,13,I21901,NIMBUS,"BL14500, NIMBUS",2201,PROVITA,NA,BLK,2022,SVREC,168,2388,1401.62,20.67,51,58,3,103,4,16,NA,24.44,1,4,24.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
2201_4036,4036,15,4,6,12,14,B19332,NA,B16501/B15464,2201,17B238-02-02,18-19T1098,17A0238-17L253-17-18T732-18T1262-18-19T1098,2022,SVREC,171,2387,1410.7,19.75,47,38,1,101,5,16,NA,24.88,1,2,24.57,NA,NA,NA,NA,NA,NA,NA,NA,NA
2202_1001,1001,13,1,1,1,15,N18103,NA,N13120/PR00806-81,2202,16N103-06-03,17-18T440,16A0103-16L102-16-17T13-17T1006-17-18T440,2022,SVREC,183,15,598.75,17.02,49,51,3,102,2,16,NA,10.92,2,3,20.78,145,121,106,89,70,121,8.902606254,5,14
2202_1002,1002,20,1,1,1,16,N21510,NA,N15306/N14229,2202,18N118-02-02,20T2079,18A0118-18L116-18-19T75-19T1037-20T2079,2022,SVREC,208,16,1374.41,19.75,48,48,2,100,2,16,NA,24.24,1,3,19.8,149,131,113,100,68,131,7.990801933,8,11
2202_1003,1003,15,1,1,1,17,N11283,ALPENA,"MEDALIST/N08003, ALPENA",2202,09N058 -05-05,NA,NA,2022,SVREC,209,17,1401.62,20.24,47,51,2,100,2,16,NA,24.57,1,3,18.96,119,104,93,92,54,104,10.0787487,8,20
2202_1004,1004,25,1,1,1,18,N21532,NA,B16504/B11519,2202,18B232-03-05,20T2352,18A0232-18L229-18-19T606-19T1278-20T2352,2022,SVREC,234,18,1886.98,19.79,48,53,1,100,2,16,NA,33.27,1,4,21.43,153,124,116,99,59,124,8.594527275,15,11
2202_1005,1005,12,1,1,1,19,N20384,NA,N14229/N17506,2202,18N108-02-03,19-20T432,18A0108-18L163-18-19T299-19T1138-19-20T432,2022,SVREC,235,19,1397.09,19.78,48,45,2,100,2,16,NA,24.63,1,1,19.36,161,126,119,104,70,126,8.921073722,14,10
2202_1006,1006,7,1,2,2,15,N19246,NA,N15331/N16405,2202,17N136-01-05,18-19T402,17A0136-17L164-17-18T359-18T1110-18-19T402,2022,SVREC,184,386,920.81,18.97,47,47,2,100,3,16,NA,16.4,3,1,20.43,140,120,106,102,62,120,8.360007738,8,10
2202_1007,1007,16,1,2,2,16,I21920,HMS BOUNTY,HMS BOUNTY,2202,"Provita, 12047",NA,navy,2022,SVREC,207,385,471.74,10.75,47,47,3,101,3,16,NA,9.25,5,3,16.55,121,109,101,99,57,109,9.759661363,3,15
2202_1008,1008,28,1,2,2,17,N21528,NA,N17506/B15430,2202,18N158-01-02,20T2225,18A0158-18L155-18-19T283-19T1132-20T2225,2022,SVREC,210,384,1043.28,19.43,50,45,3,97,3,16,NA,18.48,4,3,18.24,144,126,108,104,74,126,8.003962636,8,9
2202_1009,1009,27,1,2,2,18,N21524,NA,N17504/B17106,2202,18N153-04-04,20T2196,18A0153-18L150-18-19T248-19T1116-20T2196,2022,SVREC,233,383,1143.07,19.48,50,47,1,100,3,16,NA,20.23,2,5,20.36,138,112,102,102,65,112,8.900778023,5,15
2202_1010,1010,29,1,2,2,19,N21513,NA,N15306/N16405,2202,18N120-03-01,20T2096,18A0120-18L118-18-19T90-19T1044-20T2096,2022,SVREC,236,382,1360.8,20.37,48,40,2,100,3,16,NA,23.82,1,5,20.09,157,134,109,99,76,134,7.942661922,6,7
2202_1011,1011,22,1,3,3,15,N21522,NA,N17504/B15430,2202,18N152-08-04,20T2190,18A0152-18L149-18-19T242-19T1113-20T2190,2022,SVREC,185,415,1274.62,19.34,49,46,1,100,3,16,NA,22.6,3,4,19.06,151,107,105,104,73,107,9.803991383,3,15
2202_1012,1012,18,1,3,3,16,N21525,NA,N17506/N14229,2202,18N155-06-02,20T2214,18A0155-18L152-18-19T268-19T1126-20T2214,2022,SVREC,206,416,1424.3,19.09,50,48,3,100,4,16,NA,25.33,2,2,21.02,143,136,106,106,80,136,7.974756758,11,8
2202_1013,1013,6,1,3,3,17,N18105,NA,N13131/N14201,2202,16N107-04-03,17-18T454,16A0107-16L106-16-17T25-17T1013-17-18T454,2022,SVREC,211,417,1397.09,18.54,49,52,2,100,4,16,NA,25.02,1,2,20.45,158,142,116,108,76,142,7.586161841,12,6
2202_1014,1014,1,1,3,3,18,N20401,NA,B16505/N17504,2202,18B258-01-01,19-20T803,18A0258-18L254-18-19T754-19T1354-19-20T803,2022,SVREC,232,418,1383.48,20.07,50,48,2,100,4,16,NA,24.31,2,1,19.59,145,120,102,101,60,120,8.175662133,7,9
2202_1015,1015,3,1,3,3,19,N20395,NA,B16504/N17504,2202,18B245-01-01,19-20T769,18A0245-18L241-18-19T681-19T1318-19-20T769,2022,SVREC,237,419,1329.05,19.39,49,39,2,101,4,16,NA,23.55,1,2,19.32,151,124,118,117,74,124,8.359836873,7,11
2202_1016,1016,4,1,4,4,15,N19277,NA,N14229/N14218,2202,17N113-05-R109-02,18-19T1452,17A0113-17L143-18T1903-18-19T1452,2022,SVREC,186,786,1211.11,19.33,49,52,1,101,4,16,NA,21.47,1,2,18.7,154,123,102,97,59,123,8.391478083,7,11
2202_1017,1017,9,1,4,4,16,N19243,NA,N15331/N16405,2202,17N136-01-01,18-19T398,17A0136-17L164-17-18T359-18T1110-18-19T398,2022,SVREC,205,785,1138.54,19.82,51,45,2,100,4,16,NA,20.07,1,3,20.78,157,129,106,106,63,129,8.148415641,11,11
2202_1018,1018,17,1,4,4,17,I22001,LIBERTY,LIBERTY,2202,Provita 15095,NA,NA,2022,SVREC,212,784,966.17,19.37,48,42,2,101,4,16,NA,17.12,2,3,23.56,125,105,93,86,55,105,9.297653042,0,14
2202_1019,1019,23,1,4,4,18,N21526,NA,N17506/N14229,2202,18N155-07-02,20T2219,18A0155-18L152-18-19T269-19T1127-20T2219,2022,SVREC,231,783,1238.33,19.41,51,54,1,100,4,16,NA,21.94,1,2,20.36,151,117,110,96,58,117,8.870050108,12,11
2202_1020,1020,5,1,4,4,19,N20404,NA,B16505/N17504,2202,18B258-02-02,19-20T808,18A0258-18L254-18-19T755-19T1355-19-20T808,2022,SVREC,238,782,1179.36,18.93,51,41,2,100,4,16,NA,21.02,1,2,20.5,156,138,111,107,72,138,7.861556588,12,6
2202_1021,1021,21,1,5,5,15,N21511,NA,N15306/N15337,2202,18N119-06-02,20T2083,18A0119-18L117-18-19T87-19T1042-20T2083,2022,SVREC,187,815,1202.04,20.01,48,44,1,97,4,16,NA,21.13,2,2,22.11,152,128,112,106,86,128,8.252522766,3,6
2202_1022,1022,11,1,5,5,16,N18122,NA,N15334/N15335,2202,16N153-02-02,17-18T500,16A0153-16L149-16-17T149-17T1077-17-18T500,2022,SVREC,204,816,1093.18,20.1,48,58,1,102,4,16,NA,19.2,2,1,24.58,157,130,113,104,76,130,8.286538009,6,6
2202_1023,1023,30,1,5,5,17,N21503,NA,N14218/N17504,2202,18N102-01-01,20T2015,18A0102-18L102-18-19T9-19T1005-20T2015,2022,SVREC,213,817,1288.22,18.86,50,48,2,101,4,16,NA,22.98,3,1,16.72,145,125,108,102,70,125,8.457307808,6,12
2202_1024,1024,8,1,5,5,18,N19284,NA,G14505/X16708,2202,16G318-07-R109-01,18-19T1462,16A3002-17L302-18T1919-18-19T1462,2022,SVREC,230,818,1188.43,19.5,52,52,2,101,4,16,NA,21.03,2,2,17.96,153,130,112,107,76,130,7.860375372,12,11
2202_1025,1025,26,1,5,5,19,N21523,NA,N17504/B15430,2202,18N152-08-06,20T2192,18A0152-18L149-18-19T242-19T1113-20T2192,2022,SVREC,239,819,1138.54,18.23,51,46,2,100,4,16,NA,20.46,4,2,18.96,157,129,120,103,73,129,8.028312112,5,8
2202_1026,1026,19,1,6,6,15,N21520,NA,N17504/N14229,2202,18N147-03-02,20T2159,18A0147-18L144-18-19T199-19T1090-20T2159,2022,SVREC,188,1186,1202.04,19.82,51,49,3,97,5,16,NA,21.18,3,3,18.7,125,115,91,88,45,115,8.722985246,12,12
2202_1027,1027,24,1,6,6,16,N21514,NA,N15306/N17504,2202,18N121-09-03,20T2102,18A0121-18L119-18-19T102-19T1049-20T2102,2022,SVREC,203,1185,1229.26,20.03,51,49,2,99,5,16,NA,21.61,3,3,18.57,155,134,113,108,59,134,7.987936072,9,10
2202_1028,1028,14,1,6,6,17,N22639,NA,B19330/B19302,2202,20B289-01-06,21-22T987,20A0289-20L285-20-21T735-21T1445-21-22T987,2022,SVREC,214,1184,875.45,17.14,51,52,2,100,4,16,NA,15.94,3,2,18.51,123,110,97,93,63,110,7.742268134,9,9
2202_1029,1029,10,1,6,6,18,N20317,NA,N14218/N17504,2202,18N102-06-05,19-20T218,18A0102-18L102-18-19T14-19T1007-19-20T218,2022,SVREC,229,1183,1070.5,19.6,51,47,2,97,4,16,NA,18.92,2,3,19.28,154,133,100,99,52,133,7.864790485,7,5
2202_1030,1030,2,1,6,6,19,N20388,NA,B15430/N14229,2202,18B224-01-01,19-20T635,18A0224-18L221-18-19T548-19T1246-19-20T635,2022,SVREC,240,1182,925.34,18.12,48,49,3,100,4,16,NA,16.65,3,3,19.86,150,134,108,106,75,134,7.899057989,9,10
2202_2001,2001,26,2,1,1,20,N21523,NA,N17504/B15430,2202,18N152-08-06,20T2192,18A0152-18L149-18-19T242-19T1113-20T2192,2022,SVREC,260,20,1211.11,21.69,50,47,3,100,2,16,NA,20.85,1,4,20.31,155,131,114,103,75,131,8.025521695,10,8
2202_2002,2002,2,2,1,1,21,N20388,NA,B15430/N14229,2202,18B224-01-01,19-20T635,18A0224-18L221-18-19T548-19T1246-19-20T635,2022,SVREC,261,21,1274.62,21.08,47,42,1,101,2,16,NA,22.11,3,1,20.96,145,128,110,99,69,128,8.213306852,16,9
2202_2003,2003,20,2,1,1,22,N21510,NA,N15306/N14229,2202,18N118-02-02,20T2079,18A0118-18L116-18-19T75-19T1037-20T2079,2022,SVREC,286,22,1601.21,19.75,49,45,3,101,2,16,NA,28.24,1,3,20.58,148,130,107,104,67,130,7.96908372,20,13
2202_2004,2004,18,2,1,1,23,N21525,NA,N17506/N14229,2202,18N155-06-02,20T2214,18A0155-18L152-18-19T268-19T1126-20T2214,2022,SVREC,287,23,1474.2,19.18,48,48,2,100,2,16,NA,26.19,1,2,17.58,154,145,123,112,80,145,7.250938054,18,6
